_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
17998,27,,27 - FAIRYWOOD,Collier,Bus,1/1/2023,202301,SUN.,0.8486,Clever
17999,27,,27 - FAIRYWOOD,Collier,Bus,1/1/2023,202301,WEEKDAY,0.8344,Clever
18000,28X,,28X - AIRPORT FLYER,East Liberty,Bus,1/1/2023,202301,SAT.,0.6695,Clever
18001,28X,,28X - AIRPORT FLYER,East Liberty,Bus,1/1/2023,202301,SUN.,0.6639,Clever
18002,28X,,28X - AIRPORT FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6633,Clever
18003,29,,29 - ROBINSON,Collier,Bus,1/1/2023,202301,SAT.,0.7578,Clever
18004,29,,29 - ROBINSON,Collier,Bus,1/1/2023,202301,SUN.,0.6,Clever
18005,29,,29 - ROBINSON,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7328,Clever
18006,31,,31 - BRIDGEVILLE,Collier,Bus,1/1/2023,202301,SAT.,0.5618,Clever
18007,31,,31 - BRIDGEVILLE,Collier,Bus,1/1/2023,202301,SUN.,0.6293,Clever
18008,31,,31 - BRIDGEVILLE,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7864,Clever
18009,36,,36 - BANKSVILLE,Collier,Bus,1/1/2023,202301,SAT.,0.6211,Clever
18010,36,,36 - BANKSVILLE,Collier,Bus,1/1/2023,202301,SUN.,0.7957,Clever
18011,36,,36 - BANKSVILLE,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7616,Clever
18012,38,,38 - GREEN TREE,Collier,Bus,1/1/2023,202301,SAT.,0.8148,Clever
18013,38,,38 - GREEN TREE,Collier,Bus,1/1/2023,202301,SUN.,0.7711,Clever
18014,38,,38 - GREEN TREE,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7255,Clever
18015,39,,39 - BROOKLINE,Collier,Bus,1/1/2023,202301,SAT.,0.6984,Clever
18016,39,,39 - BROOKLINE,Collier,Bus,1/1/2023,202301,SUN.,0.7672,Clever
18017,39,,39 - BROOKLINE,Collier,Bus,1/1/2023,202301,WEEKDAY,0.821,Clever
18018,4,,4 - TROY HILL,Ross,Bus,1/1/2023,202301,SAT.,0.8137,Clever
18019,4,,4 - TROY HILL,Ross,Bus,1/1/2023,202301,SUN.,0.6082,Clever
18020,4,,4 - TROY HILL,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7916,Clever
18021,40,,40 - MOUNT WASHINGTON,Collier,Bus,1/1/2023,202301,SAT.,0.7763,Clever
18022,40,,40 - MOUNT WASHINGTON,Collier,Bus,1/1/2023,202301,SUN.,0.8024,Clever
18023,40,,40 - MOUNT WASHINGTON,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7755,Clever
18024,41,,41 - BOWER HILL,Collier,Bus,1/1/2023,202301,SAT.,0.6667,Clever
18025,41,,41 - BOWER HILL,Collier,Bus,1/1/2023,202301,SUN.,0.8191,Clever
18026,41,,41 - BOWER HILL,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7912,Clever
18027,43,,43 - BAILEY,Collier,Bus,1/1/2023,202301,SAT.,0.6741,Clever
18028,43,,43 - BAILEY,Collier,Bus,1/1/2023,202301,SUN.,0.7074,Clever
18029,43,,43 - BAILEY,Collier,Bus,1/1/2023,202301,WEEKDAY,0.8278,Clever
18030,44,,44 - VIA KNOXVILLE,Collier,Bus,1/1/2023,202301,SAT.,0.7451,Clever
18031,44,,44 - VIA KNOXVILLE,Collier,Bus,1/1/2023,202301,SUN.,0.8238,Clever
18032,44,,44 - VIA KNOXVILLE,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7301,Clever
18033,48,,48 - ARLINGTON,Collier,Bus,1/1/2023,202301,SAT.,0.7749,Clever
18034,48,,48 - ARLINGTON,Collier,Bus,1/1/2023,202301,SUN.,0.7885,Clever
18035,48,,48 - ARLINGTON,Collier,Bus,1/1/2023,202301,WEEKDAY,0.7956,Clever
18036,51,,51 - CARRICK,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7411,Clever
18037,51,,51 - CARRICK,West Mifflin,Bus,1/1/2023,202301,SUN.,0.693,Clever
18038,51,,51 - CARRICK,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7535,Clever
18039,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7693,Clever
18040,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7597,Clever
18041,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,1/1/2023,202301,SAT.,0.809,Clever
18042,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,1/1/2023,202301,SUN.,0.8459,Clever
18043,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6759,Clever
18044,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/2023,202301,SAT.,0.6713,Clever
18045,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/2023,202301,SUN.,0.6946,Clever
18046,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7196,Clever
18047,55,,55 - GLASSPORT,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7885,Clever
18048,55,,55 - GLASSPORT,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7666,Clever
18049,55,,55 - GLASSPORT,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7496,Clever
18050,56,,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7438,Clever
18051,56,,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/2023,202301,SUN.,0.8308,Clever
18052,56,,56 - LINCOLN PLACE,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.709,Clever
18053,57,,57 - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7705,Clever
18054,57,,57 - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7153,Clever
18055,57,,57 - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6962,Clever
18056,58,,58 - GREENFIELD,East Liberty,Bus,1/1/2023,202301,SAT.,0.7525,Clever
18057,58,,58 - GREENFIELD,East Liberty,Bus,1/1/2023,202301,SUN.,0.6068,Clever
18058,58,,58 - GREENFIELD,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6658,Clever
18059,59,,59 - MON VALLEY,West Mifflin,Bus,1/1/2023,202301,SAT.,0.6405,Clever
18060,59,,59 - MON VALLEY,West Mifflin,Bus,1/1/2023,202301,SUN.,0.6339,Clever
18061,59,,59 - MON VALLEY,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6708,Clever
18062,6,,6 - SPRING HILL,Ross,Bus,1/1/2023,202301,SAT.,0.7374,Clever
18063,6,,6 - SPRING HILL,Ross,Bus,1/1/2023,202301,SUN.,0.6848,Clever
18064,6,,6 - SPRING HILL,Ross,Bus,1/1/2023,202301,WEEKDAY,0.8185,Clever
18065,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7792,Clever
18066,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7422,Clever
18067,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6756,Clever
18068,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7426,Clever
18069,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7312,Clever
18070,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.5658,Clever
18071,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7294,Clever
18072,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/2023,202301,SUN.,0.8019,Clever
18073,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6535,Clever
18074,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/2023,202301,SAT.,0.6681,Clever
18075,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7277,Clever
18076,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6343,Clever
18077,61D,,61D - MURRAY,West Mifflin,Bus,1/1/2023,202301,SAT.,0.5938,Clever
18078,61D,,61D - MURRAY,West Mifflin,Bus,1/1/2023,202301,SUN.,0.5734,Clever
18079,61D,,61D - MURRAY,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.5964,Clever
18080,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/2023,202301,SAT.,0.5982,Clever
18081,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/2023,202301,SUN.,0.5105,Clever
18082,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7267,Clever
18083,65,,65 - SQUIRREL HILL,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7509,Clever
18084,67,,67 - MONROEVILLE,East Liberty,Bus,1/1/2023,202301,SAT.,0.4814,Clever
18085,67,,67 - MONROEVILLE,East Liberty,Bus,1/1/2023,202301,SUN.,0.7096,Clever
18086,67,,67 - MONROEVILLE,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.652,Clever
18087,69,,69 - TRAFFORD,East Liberty,Bus,1/1/2023,202301,SAT.,0.7794,Clever
18088,69,,69 - TRAFFORD,East Liberty,Bus,1/1/2023,202301,SUN.,0.7802,Clever
18089,69,,69 - TRAFFORD,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.5317,Clever
18090,7,,7 - SPRING GARDEN,Ross,Bus,1/1/2023,202301,WEEKDAY,0.6991,Clever
18091,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7525,Clever
18092,71A,,71A - NEGLEY,East Liberty,Bus,1/1/2023,202301,SAT.,0.6659,Clever
18093,71A,,71A - NEGLEY,East Liberty,Bus,1/1/2023,202301,SUN.,0.7412,Clever
18094,71A,,71A - NEGLEY,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6251,Clever
18095,71B,,71B - HIGHLAND PARK,East Liberty,Bus,1/1/2023,202301,SAT.,0.7108,Clever
18096,71B,,71B - HIGHLAND PARK,East Liberty,Bus,1/1/2023,202301,SUN.,0.67,Clever
18097,71B,,71B - HIGHLAND PARK,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6304,Clever
18098,71C,,71C - POINT BREEZE,East Liberty,Bus,1/1/2023,202301,SAT.,0.5301,Clever
18099,71C,,71C - POINT BREEZE,East Liberty,Bus,1/1/2023,202301,SUN.,0.6428,Clever
18100,71C,,71C - POINT BREEZE,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.617,Clever
18101,71D,,71D - HAMILTON,East Liberty,Bus,1/1/2023,202301,SAT.,0.7249,Clever
18102,71D,,71D - HAMILTON,East Liberty,Bus,1/1/2023,202301,SUN.,0.7229,Clever
18103,71D,,71D - HAMILTON,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6062,Clever
18104,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/2023,202301,SAT.,0.6027,Clever
18105,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/2023,202301,SUN.,0.8135,Clever
18106,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7387,Clever
18107,75,,75 - ELLSWORTH,East Liberty,Bus,1/1/2023,202301,SAT.,0.647,Clever
18108,75,,75 - ELLSWORTH,East Liberty,Bus,1/1/2023,202301,SUN.,0.7439,Clever
18109,75,,75 - ELLSWORTH,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7301,Clever
18110,77,,77 - PENN HILLS,East Liberty,Bus,1/1/2023,202301,SAT.,0.658,Clever
18111,77,,77 - PENN HILLS,East Liberty,Bus,1/1/2023,202301,SUN.,0.7402,Clever
18112,77,,77 - PENN HILLS,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.5765,Clever
18113,79,,79 - EAST HILLS,East Liberty,Bus,1/1/2023,202301,SAT.,0.6336,Clever
18114,79,,79 - EAST HILLS,East Liberty,Bus,1/1/2023,202301,SUN.,0.5348,Clever
18115,79,,79 - EAST HILLS,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7186,Clever
18116,8,,8 - PERRYSVILLE,Ross,Bus,1/1/2023,202301,SAT.,0.7397,Clever
18117,8,,8 - PERRYSVILLE,Ross,Bus,1/1/2023,202301,SUN.,0.7664,Clever
18118,8,,8 - PERRYSVILLE,Ross,Bus,1/1/2023,202301,WEEKDAY,0.8393,Clever
18119,81,,81 - OAK HILL,West Mifflin,Bus,1/1/2023,202301,SAT.,0.747,Clever
18120,81,,81 - OAK HILL,West Mifflin,Bus,1/1/2023,202301,SUN.,0.8087,Clever
18121,81,,81 - OAK HILL,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7441,Clever
18122,82,,82 - LINCOLN,East Liberty,Bus,1/1/2023,202301,SAT.,0.6233,Clever
18123,82,,82 - LINCOLN,East Liberty,Bus,1/1/2023,202301,SUN.,0.7182,Clever
18124,82,,82 - LINCOLN,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6895,Clever
18125,83,,83 - BEDFORD HILL,West Mifflin,Bus,1/1/2023,202301,SAT.,0.6388,Clever
18126,83,,83 - BEDFORD HILL,West Mifflin,Bus,1/1/2023,202301,SUN.,0.71,Clever
18127,83,,83 - BEDFORD HILL,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6704,Clever
18128,86,,86 - LIBERTY,East Liberty,Bus,1/1/2023,202301,SAT.,0.5892,Clever
18129,86,,86 - LIBERTY,East Liberty,Bus,1/1/2023,202301,SUN.,0.6487,Clever
18130,86,,86 - LIBERTY,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6527,Clever
18131,87,,87 - FRIENDSHIP,East Liberty,Bus,1/1/2023,202301,SAT.,0.6648,Clever
18132,87,,87 - FRIENDSHIP,East Liberty,Bus,1/1/2023,202301,SUN.,0.6882,Clever
18133,87,,87 - FRIENDSHIP,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6918,Clever
18134,88,,88 - PENN,East Liberty,Bus,1/1/2023,202301,SAT.,0.562,Clever
18135,88,,88 - PENN,East Liberty,Bus,1/1/2023,202301,SUN.,0.531,Clever
18136,88,,88 - PENN,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.5547,Clever
18137,89,,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/2023,202301,SAT.,0.7276,Clever
18138,89,,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/2023,202301,SUN.,0.8176,Clever
18139,89,,89 - GARFIELD COMMONS,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.8364,Clever
18140,91,,91 - BUTLER STREET,Ross,Bus,1/1/2023,202301,SAT.,0.7068,Clever
18141,91,,91 - BUTLER STREET,Ross,Bus,1/1/2023,202301,SUN.,0.6529,Clever
18142,91,,91 - BUTLER STREET,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7465,Clever
18143,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,SAT.,0.6366,Clever
18144,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7247,Clever
18145,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7606,Clever
18146,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,SAT.,0.8609,Clever
18147,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,SUN.,0.8767,Clever
18148,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,WEEKDAY,0.8867,Clever
18149,G2,,G2 - WEST BUSWAY,Collier,Bus,1/1/2023,202301,SAT.,0.8962,Clever
18150,G2,,G2 - WEST BUSWAY,Collier,Bus,1/1/2023,202301,SUN.,0.8188,Clever
18151,G2,,G2 - WEST BUSWAY,Collier,Bus,1/1/2023,202301,WEEKDAY,0.845,Clever
18152,G3,,G3 - MOON FLYER,Collier,Bus,1/1/2023,202301,WEEKDAY,0.8047,Clever
18153,G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,1/1/2023,202301,WEEKDAY,0.8236,Clever
18154,O1,,O1 - ROSS FLYER,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7017,Clever
18155,O12,,O12 - MCKNIGHT FLYER,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7516,Clever
18156,O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7266,Clever
18157,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/2023,202301,SAT.,0.8852,Clever
18158,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/2023,202301,SUN.,0.8583,Clever
18159,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.875,Clever
18160,P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6813,Clever
18161,P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6012,Clever
18162,P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,1/1/2023,202301,WEEKDAY,0.7578,Clever
18163,P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6317,Clever
18164,P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7011,Clever
18165,P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.8666,Clever
18166,P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.8872,Clever
18167,P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.633,Clever
18168,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/2023,202301,SAT.,0.7746,Clever
18169,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/2023,202301,SUN.,0.784,Clever
18170,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.7497,Clever
18171,P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6997,Clever
18172,P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7953,Clever
18173,P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.6088,Clever
18174,P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.8069,Clever
18175,P78,,P78 - OAKMONT FLYER,East Liberty,Bus,1/1/2023,202301,WEEKDAY,0.491,Clever
18176,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/2023,202301,SAT.,0.8298,Clever
18177,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/2023,202301,SUN.,0.8022,Clever
18178,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,1/1/2023,202301,WEEKDAY,0.8729,Clever
18179,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,SAT.,0.8597,Clever
18180,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,SUN.,0.8867,Clever
18181,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,1/1/2023,202301,WEEKDAY,0.8753,Clever
18182,Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6914,Clever
18183,Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7258,Clever
18184,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/2023,202301,SAT.,0.7391,Clever
18185,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/2023,202301,SUN.,0.8031,Clever
18186,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6781,Clever
18187,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,1/1/2023,202301,SAT.,0.6092,Clever
18188,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.6579,Clever
18189,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/2023,202301,SAT.,0.799,Clever
18190,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/2023,202301,SUN.,0.7289,Clever
18191,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,1/1/2023,202301,WEEKDAY,0.7508,Clever
18217,1,,1 - FREEPORT ROAD,Ross,Bus,2/1/2023,202302,SAT.,0.6675,Clever
18218,1,,1 - FREEPORT ROAD,Ross,Bus,2/1/2023,202302,SUN.,0.6561,Clever
18219,1,,1 - FREEPORT ROAD,Ross,Bus,2/1/2023,202302,WEEKDAY,0.6092,Clever
18220,11,,11 - FINEVIEW,Ross,Bus,2/1/2023,202302,SAT.,0.5872,Clever
18221,11,,11 - FINEVIEW,Ross,Bus,2/1/2023,202302,SUN.,0.6877,Clever
18222,11,,11 - FINEVIEW,Ross,Bus,2/1/2023,202302,WEEKDAY,0.7213,Clever
18223,12,,12 - MCKNIGHT,Ross,Bus,2/1/2023,202302,SAT.,0.6225,Clever
18224,12,,12 - MCKNIGHT,Ross,Bus,2/1/2023,202302,SUN.,0.6643,Clever
18225,12,,12 - MCKNIGHT,Ross,Bus,2/1/2023,202302,WEEKDAY,0.6878,Clever
18226,13,,13 - BELLEVUE,Ross,Bus,2/1/2023,202302,SAT.,0.7463,Clever
18227,13,,13 - BELLEVUE,Ross,Bus,2/1/2023,202302,SUN.,0.696,Clever
18228,13,,13 - BELLEVUE,Ross,Bus,2/1/2023,202302,WEEKDAY,0.765,Clever
18229,14,,14 - OHIO VALLEY,Ross,Bus,2/1/2023,202302,SAT.,0.7927,Clever
18230,14,,14 - OHIO VALLEY,Ross,Bus,2/1/2023,202302,SUN.,0.7894,Clever
18231,14,,14 - OHIO VALLEY,Ross,Bus,2/1/2023,202302,WEEKDAY,0.709,Clever
18232,15,,15 - CHARLES,Ross,Bus,2/1/2023,202302,SAT.,0.5558,Clever
18233,15,,15 - CHARLES,Ross,Bus,2/1/2023,202302,SUN.,0.756,Clever
18234,15,,15 - CHARLES,Ross,Bus,2/1/2023,202302,WEEKDAY,0.8265,Clever
18235,16,,16 - BRIGHTON,Ross,Bus,2/1/2023,202302,SAT.,0.7934,Clever
18236,16,,16 - BRIGHTON,Ross,Bus,2/1/2023,202302,SUN.,0.7812,Clever
18237,16,,16 - BRIGHTON,Ross,Bus,2/1/2023,202302,WEEKDAY,0.7545,Clever
18238,17,,17 - SHADELAND,Ross,Bus,2/1/2023,202302,SAT.,0.6737,Clever
18239,17,,17 - SHADELAND,Ross,Bus,2/1/2023,202302,SUN.,0.6785,Clever
18240,17,,17 - SHADELAND,Ross,Bus,2/1/2023,202302,WEEKDAY,0.665,Clever
18241,18,,18 - MANCHESTER,Ross,Bus,2/1/2023,202302,WEEKDAY,0.9191,Clever
18242,19L,,19L - EMSWORTH LIMITED,Ross,Bus,2/1/2023,202302,WEEKDAY,0.7307,Clever
18243,2,,2 - MOUNT ROYAL,Ross,Bus,2/1/2023,202302,SAT.,0.5733,Clever
18244,2,,2 - MOUNT ROYAL,Ross,Bus,2/1/2023,202302,SUN.,0.6319,Clever
18245,2,,2 - MOUNT ROYAL,Ross,Bus,2/1/2023,202302,WEEKDAY,0.6479,Clever
18246,20,,20 - KENNEDY,Collier,Bus,2/1/2023,202302,SAT.,0.5878,Clever
18247,20,,20 - KENNEDY,Collier,Bus,2/1/2023,202302,SUN.,0.7176,Clever
18248,20,,20 - KENNEDY,Collier,Bus,2/1/2023,202302,WEEKDAY,0.6409,Clever
18249,21,,21 - CORAOPOLIS,Collier,Bus,2/1/2023,202302,SAT.,0.7467,Clever
18250,21,,21 - CORAOPOLIS,Collier,Bus,2/1/2023,202302,SUN.,0.756,Clever
18251,21,,21 - CORAOPOLIS,Collier,Bus,2/1/2023,202302,WEEKDAY,0.7523,Clever
18252,22,,22 - MCCOY,Collier,Bus,2/1/2023,202302,SAT.,0.7632,Clever
18253,22,,22 - MCCOY,Collier,Bus,2/1/2023,202302,SUN.,0.7639,Clever
18254,22,,22 - MCCOY,Collier,Bus,2/1/2023,202302,WEEKDAY,0.7614,Clever
18255,24,,24 - WEST PARK,Collier,Bus,2/1/2023,202302,SAT.,0.7634,Clever
18256,24,,24 - WEST PARK,Collier,Bus,2/1/2023,202302,SUN.,0.7588,Clever
18257,24,,24 - WEST PARK,Collier,Bus,2/1/2023,202302,WEEKDAY,0.736,Clever
18258,26,,26 - CHARTIERS,Collier,Bus,2/1/2023,202302,SAT.,0.8541,Clever
18259,26,,26 - CHARTIERS,Collier,Bus,2/1/2023,202302,SUN.,0.8609,Clever
18260,26,,26 - CHARTIERS,Collier,Bus,2/1/2023,202302,WEEKDAY,0.8472,Clever
18261,27,,27 - FAIRYWOOD,Collier,Bus,2/1/2023,202302,SAT.,0.7985,Clever
18262,27,,27 - FAIRYWOOD,Collier,Bus,2/1/2023,202302,SUN.,0.8456,Clever
18263,27,,27 - FAIRYWOOD,Collier,Bus,2/1/2023,202302,WEEKDAY,0.8643,Clever
18264,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2023,202302,SAT.,0.655,Clever
18265,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2023,202302,SUN.,0.6766,Clever
18266,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2023,202302,WEEKDAY,0.6472,Clever
18267,29,,29 - ROBINSON,Collier,Bus,2/1/2023,202302,SAT.,0.7953,Clever
18268,29,,29 - ROBINSON,Collier,Bus,2/1/2023,202302,SUN.,0.6617,Clever
18269,29,,29 - ROBINSON,Collier,Bus,2/1/2023,202302,WEEKDAY,0.7216,Clever
18270,31,,31 - BRIDGEVILLE,Collier,Bus,2/1/2023,202302,SAT.,0.5552,Clever
18271,31,,31 - BRIDGEVILLE,Collier,Bus,2/1/2023,202302,SUN.,0.6275,Clever
18272,31,,31 - BRIDGEVILLE,Collier,Bus,2/1/2023,202302,WEEKDAY,0.7649,Clever
18273,36,,36 - BANKSVILLE,Collier,Bus,2/1/2023,202302,SAT.,0.583,Clever
18274,36,,36 - BANKSVILLE,Collier,Bus,2/1/2023,202302,SUN.,0.553,Clever
18275,36,,36 - BANKSVILLE,Collier,Bus,2/1/2023,202302,WEEKDAY,0.7921,Clever
18276,38,,38 - GREEN TREE,Collier,Bus,2/1/2023,202302,SAT.,0.7651,Clever
18277,38,,38 - GREEN TREE,Collier,Bus,2/1/2023,202302,SUN.,0.7838,Clever
