_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
1008,77,77,77 - PENN HILLS,East Liberty,Bus,5/1/2017,201705,SAT.,0.5018,Clever
1009,77,77,77 - PENN HILLS,East Liberty,Bus,5/1/2017,201705,SUN.,0.5915,Clever
1010,78,78,78 - OAKMONT,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.787,Clever
1011,79,79,79 - EAST HILLS,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6827,Clever
1012,79,79,79 - EAST HILLS,East Liberty,Bus,5/1/2017,201705,SAT.,0.702,Clever
1013,79,79,79 - EAST HILLS,East Liberty,Bus,5/1/2017,201705,SUN.,0.6161,Clever
1014,81,81,81 - OAK HILL,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6764,Clever
1015,81,81,81 - OAK HILL,West Mifflin,Bus,5/1/2017,201705,SAT.,0.5842,Clever
1016,81,81,81 - OAK HILL,West Mifflin,Bus,5/1/2017,201705,SUN.,0.5914,Clever
1017,82,82,82 - LINCOLN,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6014,Clever
1018,82,82,82 - LINCOLN,East Liberty,Bus,5/1/2017,201705,SAT.,0.6523,Clever
1019,82,82,82 - LINCOLN,East Liberty,Bus,5/1/2017,201705,SUN.,0.5728,Clever
1020,83,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6901,Clever
1021,83,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/2017,201705,SAT.,0.7551,Clever
1022,83,83,83 - BEDFORD HILL,West Mifflin,Bus,5/1/2017,201705,SUN.,0.5463,Clever
1023,86,86,86 - LIBERTY,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6119,Clever
1024,86,86,86 - LIBERTY,East Liberty,Bus,5/1/2017,201705,SAT.,0.6189,Clever
1025,86,86,86 - LIBERTY,East Liberty,Bus,5/1/2017,201705,SUN.,0.6304,Clever
1026,87,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6744,Clever
1027,87,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/2017,201705,SAT.,0.7978,Clever
1028,87,87,87 - FRIENDSHIP,East Liberty,Bus,5/1/2017,201705,SUN.,0.6563,Clever
1029,88,88,88 - PENN,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6418,Clever
1030,88,88,88 - PENN,East Liberty,Bus,5/1/2017,201705,SAT.,0.704,Clever
1031,88,88,88 - PENN,East Liberty,Bus,5/1/2017,201705,SUN.,0.7479,Clever
1032,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6853,Clever
1033,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/2017,201705,SAT.,0.7257,Clever
1034,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,5/1/2017,201705,SUN.,0.6929,Clever
1035,91,91,91 - BUTLER STREET,Ross,Bus,5/1/2017,201705,WEEKDAY,0.6379,Clever
1036,91,91,91 - BUTLER STREET,Ross,Bus,5/1/2017,201705,SAT.,0.7356,Clever
1037,91,91,91 - BUTLER STREET,Ross,Bus,5/1/2017,201705,SUN.,0.534,Clever
1038,93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6422,Clever
1039,G2,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/2017,201705,WEEKDAY,0.7854,Clever
1040,G2,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/2017,201705,SAT.,0.8221,Clever
1041,G2,G2,G2 - WEST BUSWAY,Collier,Bus,5/1/2017,201705,SUN.,0.7537,Clever
1042,G3,G3,G3 - MOON FLYER,Collier,Bus,5/1/2017,201705,WEEKDAY,0.6771,Clever
1043,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,5/1/2017,201705,WEEKDAY,0.7022,Clever
1044,O1,O1,O1 - ROSS FLYER,Ross,Bus,5/1/2017,201705,WEEKDAY,0.6828,Clever
1045,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,5/1/2017,201705,WEEKDAY,0.5483,Clever
1046,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,5/1/2017,201705,WEEKDAY,0.6265,Clever
1047,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.7875,Clever
1048,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/2017,201705,SAT.,0.8571,Clever
1049,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,5/1/2017,201705,SUN.,0.7546,Clever
1050,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.5561,Clever
1051,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.5362,Clever
1052,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,5/1/2017,201705,WEEKDAY,0.6642,Clever
1053,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6297,Clever
1054,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.7215,Clever
1055,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.7934,Clever
1056,P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.8184,Clever
1057,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6117,Clever
1058,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.665,Clever
1059,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.5714,Clever
1060,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6244,Clever
1061,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.6856,Clever
1062,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6167,Clever
1063,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,5/1/2017,201705,WEEKDAY,0.5873,Clever
1064,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6751,Clever
1065,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.7072,Clever
1066,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.7286,Clever
1067,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/2017,201705,SAT.,0.7418,Clever
1068,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,5/1/2017,201705,SUN.,0.6858,Clever
1069,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.6625,Clever
1070,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,5/1/2017,201705,SAT.,0.6617,Clever
1071,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/2017,201705,WEEKDAY,0.7027,Clever
1072,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/2017,201705,SAT.,0.7183,Clever
1073,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,5/1/2017,201705,SUN.,0.6746,Clever
1074,1,1,1 - FREEPORT ROAD,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6089,Clever
1075,1,1,1 - FREEPORT ROAD,Ross,Bus,6/1/2017,201706,SAT.,0.5049,Clever
1076,1,1,1 - FREEPORT ROAD,Ross,Bus,6/1/2017,201706,SUN.,0.5783,Clever
1077,2,2,2 - MOUNT ROYAL,Ross,Bus,6/1/2017,201706,WEEKDAY,0.4335,Clever
1078,4,4,4 - TROY HILL,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6901,Clever
1079,4,4,4 - TROY HILL,Ross,Bus,6/1/2017,201706,SAT.,0.6841,Clever
1080,6,6,6 - SPRING HILL,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7609,Clever
1081,6,6,6 - SPRING HILL,Ross,Bus,6/1/2017,201706,SAT.,0.6052,Clever
1082,6,6,6 - SPRING HILL,Ross,Bus,6/1/2017,201706,SUN.,0.721,Clever
1083,7,7,7 - SPRING GARDEN,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6964,Clever
1084,8,8,8 - PERRYSVILLE,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7086,Clever
1085,8,8,8 - PERRYSVILLE,Ross,Bus,6/1/2017,201706,SAT.,0.6326,Clever
1086,8,8,8 - PERRYSVILLE,Ross,Bus,6/1/2017,201706,SUN.,0.7356,Clever
1087,11,11,11 - FINEVIEW,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7404,Clever
1088,11,11,11 - FINEVIEW,Ross,Bus,6/1/2017,201706,SAT.,0.6656,Clever
1089,11,11,11 - FINEVIEW,Ross,Bus,6/1/2017,201706,SUN.,0.7421,Clever
1090,12,12,12 - MCKNIGHT,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6137,Clever
1091,12,12,12 - MCKNIGHT,Ross,Bus,6/1/2017,201706,SAT.,0.6182,Clever
1092,12,12,12 - MCKNIGHT,Ross,Bus,6/1/2017,201706,SUN.,0.6344,Clever
1093,13,13,13 - BELLEVUE,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6864,Clever
1094,13,13,13 - BELLEVUE,Ross,Bus,6/1/2017,201706,SAT.,0.6406,Clever
1095,13,13,13 - BELLEVUE,Ross,Bus,6/1/2017,201706,SUN.,0.6954,Clever
1096,14,14,14 - OHIO VALLEY,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6927,Clever
1097,14,14,14 - OHIO VALLEY,Ross,Bus,6/1/2017,201706,SAT.,0.7869,Clever
1098,14,14,14 - OHIO VALLEY,Ross,Bus,6/1/2017,201706,SUN.,0.8023,Clever
1099,15,15,15 - CHARLES,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7425,Clever
1100,15,15,15 - CHARLES,Ross,Bus,6/1/2017,201706,SAT.,0.6457,Clever
1101,15,15,15 - CHARLES,Ross,Bus,6/1/2017,201706,SUN.,0.7772,Clever
1102,16,16,16 - BRIGHTON,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6958,Clever
1103,16,16,16 - BRIGHTON,Ross,Bus,6/1/2017,201706,SAT.,0.6092,Clever
1104,16,16,16 - BRIGHTON,Ross,Bus,6/1/2017,201706,SUN.,0.7562,Clever
1105,17,17,17 - SHADELAND,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6811,Clever
1106,17,17,17 - SHADELAND,Ross,Bus,6/1/2017,201706,SAT.,0.5971,Clever
1107,17,17,17 - SHADELAND,Ross,Bus,6/1/2017,201706,SUN.,0.708,Clever
1108,18,18,18 - MANCHESTER,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7714,Clever
1109,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7,Clever
1110,20,20,20 - KENNEDY,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7294,Clever
1111,21,21,21 - CORAOPOLIS,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6604,Clever
1112,21,21,21 - CORAOPOLIS,Collier,Bus,6/1/2017,201706,SAT.,0.6788,Clever
1113,21,21,21 - CORAOPOLIS,Collier,Bus,6/1/2017,201706,SUN.,0.6163,Clever
1114,22,22,22 - MCCOY,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7167,Clever
1115,22,22,22 - MCCOY,Collier,Bus,6/1/2017,201706,SAT.,0.6895,Clever
1116,24,24,24 - WEST PARK,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6197,Clever
1117,24,24,24 - WEST PARK,Collier,Bus,6/1/2017,201706,SAT.,0.7035,Clever
1118,24,24,24 - WEST PARK,Collier,Bus,6/1/2017,201706,SUN.,0.6219,Clever
1119,26,26,26 - CHARTIERS,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7343,Clever
1120,26,26,26 - CHARTIERS,Collier,Bus,6/1/2017,201706,SAT.,0.6088,Clever
1121,26,26,26 - CHARTIERS,Collier,Bus,6/1/2017,201706,SUN.,0.7167,Clever
1122,27,27,27 - FAIRYWOOD,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7271,Clever
1123,27,27,27 - FAIRYWOOD,Collier,Bus,6/1/2017,201706,SAT.,0.7277,Clever
1124,27,27,27 - FAIRYWOOD,Collier,Bus,6/1/2017,201706,SUN.,0.655,Clever
1125,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6519,Clever
1126,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2017,201706,SAT.,0.6767,Clever
1127,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2017,201706,SUN.,0.6608,Clever
1128,29,29,29 - ROBINSON,Collier,Bus,6/1/2017,201706,WEEKDAY,0.5829,Clever
1129,31,31,31 - BRIDGEVILLE,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6668,Clever
1130,31,31,31 - BRIDGEVILLE,Collier,Bus,6/1/2017,201706,SAT.,0.5552,Clever
1131,31,31,31 - BRIDGEVILLE,Collier,Bus,6/1/2017,201706,SUN.,0.6443,Clever
1132,36,36,36 - BANKSVILLE,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6206,Clever
1133,38,38,38 - GREEN TREE,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6175,Clever
1134,38,38,38 - GREEN TREE,Collier,Bus,6/1/2017,201706,SAT.,0.6091,Clever
1135,38,38,38 - GREEN TREE,Collier,Bus,6/1/2017,201706,SUN.,0.642,Clever
1136,39,39,39 - BROOKLINE,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7434,Clever
1137,39,39,39 - BROOKLINE,Collier,Bus,6/1/2017,201706,SAT.,0.6804,Clever
1138,40,40,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6987,Clever
1139,40,40,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2017,201706,SAT.,0.6972,Clever
1140,40,40,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2017,201706,SUN.,0.803,Clever
1141,41,41,41 - BOWER HILL,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6872,Clever
1142,41,41,41 - BOWER HILL,Collier,Bus,6/1/2017,201706,SAT.,0.6847,Clever
1143,41,41,41 - BOWER HILL,Collier,Bus,6/1/2017,201706,SUN.,0.636,Clever
1144,43,43,43 - BAILEY,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6165,Clever
1145,43,43,43 - BAILEY,Collier,Bus,6/1/2017,201706,SAT.,0.5112,Clever
1146,43,43,43 - BAILEY,Collier,Bus,6/1/2017,201706,SUN.,0.5508,Clever
1147,44,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7482,Clever
1148,44,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/2017,201706,SAT.,0.6231,Clever
1149,44,44,44 - VIA KNOXVILLE,Collier,Bus,6/1/2017,201706,SUN.,0.7661,Clever
1150,48,48,48 - ARLINGTON,Collier,Bus,6/1/2017,201706,WEEKDAY,0.6365,Clever
1151,48,48,48 - ARLINGTON,Collier,Bus,6/1/2017,201706,SAT.,0.5376,Clever
1152,48,48,48 - ARLINGTON,Collier,Bus,6/1/2017,201706,SUN.,0.6222,Clever
1153,51,51,51 - CARRICK,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.621,Clever
1154,51,51,51 - CARRICK,West Mifflin,Bus,6/1/2017,201706,SAT.,0.5974,Clever
1155,51,51,51 - CARRICK,West Mifflin,Bus,6/1/2017,201706,SUN.,0.5387,Clever
1156,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6267,Clever
1157,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.637,Clever
1158,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6625,Clever
1159,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6872,Clever
1160,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2017,201706,SAT.,0.6417,Clever
1161,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2017,201706,SUN.,0.6278,Clever
1162,55,55,55 - GLASSPORT,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.7642,Clever
1163,55,55,55 - GLASSPORT,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7299,Clever
1164,55,55,55 - GLASSPORT,West Mifflin,Bus,6/1/2017,201706,SUN.,0.7165,Clever
1165,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6482,Clever
1166,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7714,Clever
1167,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2017,201706,SUN.,0.7558,Clever
1168,57,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6628,Clever
1169,57,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/2017,201706,SAT.,0.6207,Clever
1170,57,57,57 - HAZELWOOD,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6419,Clever
1171,58,58,58 - GREENFIELD,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6566,Clever
1172,58,58,58 - GREENFIELD,East Liberty,Bus,6/1/2017,201706,SAT.,0.7377,Clever
1173,58,58,58 - GREENFIELD,East Liberty,Bus,6/1/2017,201706,SUN.,0.7647,Clever
1174,59,59,59 - MON VALLEY,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6497,Clever
1175,59,59,59 - MON VALLEY,West Mifflin,Bus,6/1/2017,201706,SAT.,0.6081,Clever
1176,59,59,59 - MON VALLEY,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6877,Clever
1177,60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.7932,Clever
1178,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6063,Clever
1179,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7378,Clever
1180,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6627,Clever
1181,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6357,Clever
1182,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7477,Clever
1183,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2017,201706,SUN.,0.7336,Clever
1184,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.5939,Clever
1185,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2017,201706,SAT.,0.5849,Clever
1186,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2017,201706,SUN.,0.5139,Clever
1187,61D,061D,61D - MURRAY,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6568,Clever
1188,61D,061D,61D - MURRAY,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7106,Clever
1189,61D,061D,61D - MURRAY,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6528,Clever
1190,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.7376,Clever
1191,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2017,201706,SAT.,0.7442,Clever
1192,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2017,201706,SUN.,0.7826,Clever
1193,65,65,65 - SQUIRREL HILL,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6318,Clever
1194,67,67,67 - MONROEVILLE,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5804,Clever
1195,67,67,67 - MONROEVILLE,East Liberty,Bus,6/1/2017,201706,SAT.,0.6111,Clever
1196,67,67,67 - MONROEVILLE,East Liberty,Bus,6/1/2017,201706,SUN.,0.5698,Clever
1197,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.7103,Clever
1198,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,6/1/2017,201706,SAT.,0.6832,Clever
1199,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,6/1/2017,201706,SUN.,0.6803,Clever
1200,69,69,69 - TRAFFORD,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5822,Clever
1201,69,69,69 - TRAFFORD,East Liberty,Bus,6/1/2017,201706,SAT.,0.6923,Clever
1202,69,69,69 - TRAFFORD,East Liberty,Bus,6/1/2017,201706,SUN.,0.636,Clever
1203,71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.7401,Clever
1204,71A,071A,71A - NEGLEY,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6409,Clever
1205,71A,071A,71A - NEGLEY,East Liberty,Bus,6/1/2017,201706,SAT.,0.5733,Clever
1206,71A,071A,71A - NEGLEY,East Liberty,Bus,6/1/2017,201706,SUN.,0.7006,Clever
1207,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6543,Clever
1208,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2017,201706,SAT.,0.6707,Clever
1209,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2017,201706,SUN.,0.6366,Clever
1210,71C,071C,71C - POINT BREEZE,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5583,Clever
1211,71C,071C,71C - POINT BREEZE,East Liberty,Bus,6/1/2017,201706,SAT.,0.7071,Clever
1212,71C,071C,71C - POINT BREEZE,East Liberty,Bus,6/1/2017,201706,SUN.,0.674,Clever
1213,71D,071D,71D - HAMILTON,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6043,Clever
1214,71D,071D,71D - HAMILTON,East Liberty,Bus,6/1/2017,201706,SAT.,0.6297,Clever
1215,71D,071D,71D - HAMILTON,East Liberty,Bus,6/1/2017,201706,SUN.,0.6446,Clever
1216,74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5959,Clever
1217,74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,6/1/2017,201706,SAT.,0.6216,Clever
1218,75,75,75 - ELLSWORTH,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6394,Clever
1219,75,75,75 - ELLSWORTH,East Liberty,Bus,6/1/2017,201706,SAT.,0.6341,Clever
1220,75,75,75 - ELLSWORTH,East Liberty,Bus,6/1/2017,201706,SUN.,0.6421,Clever
1221,77,77,77 - PENN HILLS,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5984,Clever
1222,77,77,77 - PENN HILLS,East Liberty,Bus,6/1/2017,201706,SAT.,0.5152,Clever
1223,77,77,77 - PENN HILLS,East Liberty,Bus,6/1/2017,201706,SUN.,0.5576,Clever
1224,79,79,79 - EAST HILLS,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6662,Clever
1225,79,79,79 - EAST HILLS,East Liberty,Bus,6/1/2017,201706,SAT.,0.6562,Clever
1226,79,79,79 - EAST HILLS,East Liberty,Bus,6/1/2017,201706,SUN.,0.6268,Clever
1227,81,81,81 - OAK HILL,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6616,Clever
1228,81,81,81 - OAK HILL,West Mifflin,Bus,6/1/2017,201706,SAT.,0.5891,Clever
1229,81,81,81 - OAK HILL,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6546,Clever
1230,82,82,82 - LINCOLN,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.5933,Clever
1231,82,82,82 - LINCOLN,East Liberty,Bus,6/1/2017,201706,SAT.,0.5888,Clever
1232,82,82,82 - LINCOLN,East Liberty,Bus,6/1/2017,201706,SUN.,0.6416,Clever
1233,83,83,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6775,Clever
1234,83,83,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2017,201706,SAT.,0.7418,Clever
1235,83,83,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2017,201706,SUN.,0.6017,Clever
1236,86,86,86 - LIBERTY,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.619,Clever
1237,86,86,86 - LIBERTY,East Liberty,Bus,6/1/2017,201706,SAT.,0.6141,Clever
1238,86,86,86 - LIBERTY,East Liberty,Bus,6/1/2017,201706,SUN.,0.5952,Clever
1239,87,87,87 - FRIENDSHIP,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6502,Clever
1240,87,87,87 - FRIENDSHIP,East Liberty,Bus,6/1/2017,201706,SAT.,0.6978,Clever
1241,87,87,87 - FRIENDSHIP,East Liberty,Bus,6/1/2017,201706,SUN.,0.6515,Clever
1242,88,88,88 - PENN,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6405,Clever
1243,88,88,88 - PENN,East Liberty,Bus,6/1/2017,201706,SAT.,0.6384,Clever
1244,88,88,88 - PENN,East Liberty,Bus,6/1/2017,201706,SUN.,0.6825,Clever
1245,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2017,201706,WEEKDAY,0.6677,Clever
1246,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2017,201706,SAT.,0.7161,Clever
1247,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2017,201706,SUN.,0.6879,Clever
1248,91,91,91 - BUTLER STREET,Ross,Bus,6/1/2017,201706,WEEKDAY,0.6393,Clever
1249,91,91,91 - BUTLER STREET,Ross,Bus,6/1/2017,201706,SAT.,0.7162,Clever
1250,91,91,91 - BUTLER STREET,Ross,Bus,6/1/2017,201706,SUN.,0.4943,Clever
1251,93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,6/1/2017,201706,WEEKDAY,0.6691,Clever
1252,G2,G2,G2 - WEST BUSWAY,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7703,Clever
1253,G2,G2,G2 - WEST BUSWAY,Collier,Bus,6/1/2017,201706,SAT.,0.7476,Clever
1254,G2,G2,G2 - WEST BUSWAY,Collier,Bus,6/1/2017,201706,SUN.,0.7649,Clever
1255,G3,G3,G3 - MOON FLYER,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7054,Clever
1256,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,6/1/2017,201706,WEEKDAY,0.7352,Clever
1257,O1,O1,O1 - ROSS FLYER,Ross,Bus,6/1/2017,201706,WEEKDAY,0.7154,Clever
